CAM_FRONT_LEFT, 3, 0.13064336776733398, 0.0009334087371826172, 3.743171691894531e-05, 0.13161420822143555
CAM_FRONT, 3, 0.04686570167541504, 0.0009453296661376953, 4.458427429199219e-05, 0.04785561561584473
CAM_FRONT_RIGHT, 3, 0.0975189208984375, 0.000640869140625, 2.1219253540039062e-05, 0.09818100929260254
CAM_BACK_RIGHT, 3, 0.04827523231506348, 0.0006732940673828125, 3.170967102050781e-05, 0.0489802360534668
CAM_BACK, 3, 0.06845712661743164, 0.0011258125305175781, 4.744529724121094e-05, 0.06963038444519043
CAM_BACK_LEFT, 3, 0.12723398208618164, 0.0015904903411865234, 4.2438507080078125e-05, 0.12886691093444824
CAM_FRONT_LEFT, 4, 0.05541658401489258, 0.0028820037841796875, 9.918212890625e-05, 0.058397769927978516
CAM_FRONT, 4, 0.07544302940368652, 0.003142118453979492, 9.298324584960938e-05, 0.07867813110351562
CAM_FRONT_RIGHT, 4, 0.051807403564453125, 0.003070354461669922, 0.0001270771026611328, 0.05500483512878418
CAM_BACK_RIGHT, 4, 0.05182290077209473, 0.0009410381317138672, 5.245208740234375e-05, 0.05281639099121094
CAM_BACK, 4, 0.03430318832397461, 0.0019054412841796875, 9.5367431640625e-05, 0.03630399703979492
CAM_BACK_LEFT, 4, 0.05632448196411133, 0.0012569427490234375, 5.078315734863281e-05, 0.0576322078704834
CAM_FRONT_LEFT, 3, 0.04224896430969238, 0.0008082389831542969, 2.4080276489257812e-05, 0.04308128356933594
CAM_FRONT, 3, 0.3223142623901367, 0.0010883808135986328, 5.650520324707031e-05, 0.3234591484069824
CAM_FRONT_RIGHT, 3, 0.044637441635131836, 0.0014514923095703125, 3.600120544433594e-05, 0.046124935150146484
CAM_BACK_RIGHT, 3, 0.06870746612548828, 0.001232147216796875, 2.8133392333984375e-05, 0.06996774673461914
CAM_BACK, 3, 0.04520821571350098, 0.0014238357543945312, 3.457069396972656e-05, 0.046666622161865234
CAM_BACK_LEFT, 3, 0.04866337776184082, 0.0011789798736572266, 2.7418136596679688e-05, 0.04986977577209473
CAM_FRONT_LEFT, 3, 0.09604477882385254, 0.0006468296051025391, 1.3589859008789062e-05, 0.09670519828796387
CAM_FRONT, 3, 0.04098033905029297, 0.0010364055633544922, 2.288818359375e-05, 0.04203963279724121
CAM_FRONT_RIGHT, 3, 0.08076882362365723, 0.0009043216705322266, 1.9550323486328125e-05, 0.08169269561767578
CAM_BACK_RIGHT, 3, 0.07943224906921387, 0.000637054443359375, 1.5020370483398438e-05, 0.08008432388305664
CAM_BACK, 3, 0.02324533462524414, 0.0007407665252685547, 3.4809112548828125e-05, 0.024020910263061523
CAM_BACK_LEFT, 3, 0.03605294227600098, 0.0007331371307373047, 4.124641418457031e-05, 0.03682732582092285
CAM_FRONT_LEFT, 2, 0.03873705863952637, 0.0005004405975341797, 2.1696090698242188e-05, 0.03925919532775879
CAM_FRONT, 2, 0.03166389465332031, 0.000990152359008789, 3.123283386230469e-05, 0.032685279846191406
CAM_FRONT_RIGHT, 2, 0.05615735054016113, 0.0005049705505371094, 1.6450881958007812e-05, 0.05667877197265625
CAM_BACK_RIGHT, 2, 0.08619332313537598, 0.0006761550903320312, 1.9073486328125e-05, 0.08688855171203613
CAM_BACK, 2, 0.06515836715698242, 0.0008933544158935547, 2.8133392333984375e-05, 0.06607985496520996
CAM_BACK_LEFT, 2, 0.07262468338012695, 0.0006995201110839844, 1.9073486328125e-05, 0.07334327697753906
CAM_FRONT_LEFT, 5, 0.04100465774536133, 0.0009672641754150391, 2.7179718017578125e-05, 0.041999101638793945
CAM_FRONT, 5, 0.016461610794067383, 0.0008044242858886719, 1.7404556274414062e-05, 0.01728343963623047
CAM_FRONT_RIGHT, 5, 0.02956533432006836, 0.0008299350738525391, 2.1219253540039062e-05, 0.030416488647460938
CAM_BACK_RIGHT, 5, 0.06009197235107422, 0.0008542537689208984, 2.3365020751953125e-05, 0.06096959114074707
CAM_BACK, 5, 0.02532219886779785, 0.0008008480072021484, 1.7404556274414062e-05, 0.026140451431274414
CAM_BACK_LEFT, 5, 0.05016446113586426, 0.0010833740234375, 1.6450881958007812e-05, 0.051264286041259766
CAM_FRONT_LEFT, 8, 0.03870272636413574, 0.0014536380767822266, 2.3603439331054688e-05, 0.04017996788024902
CAM_FRONT, 8, 0.12443256378173828, 0.0023725032806396484, 2.5987625122070312e-05, 0.1268310546875
CAM_FRONT_RIGHT, 8, 0.07209396362304688, 0.0022439956665039062, 2.5987625122070312e-05, 0.07436394691467285
CAM_BACK_RIGHT, 8, 0.06083798408508301, 0.0013644695281982422, 1.9788742065429688e-05, 0.06222224235534668
CAM_BACK, 8, 0.08617806434631348, 0.0015060901641845703, 2.8848648071289062e-05, 0.08771300315856934
CAM_BACK_LEFT, 8, 0.04050707817077637, 0.0013189315795898438, 3.719329833984375e-05, 0.041863203048706055
CAM_FRONT_LEFT, 2, 0.040467262268066406, 0.0006253719329833984, 3.0994415283203125e-05, 0.04112362861633301
CAM_FRONT, 2, 0.03938484191894531, 0.0006601810455322266, 2.1696090698242188e-05, 0.04006671905517578
CAM_FRONT_RIGHT, 2, 0.0659325122833252, 0.0006246566772460938, 1.6689300537109375e-05, 0.0665738582611084
CAM_BACK_RIGHT, 2, 0.09855437278747559, 0.000720977783203125, 2.1219253540039062e-05, 0.09929656982421875
CAM_BACK, 2, 0.015535354614257812, 0.0005559921264648438, 2.5987625122070312e-05, 0.016117334365844727
