CAM_FRONT, 306, 417, 128, 96, 6.389617919921875e-05, 0.009558439254760742, 0.00035691261291503906, 0.009979248046875
CAM_BACK, 723, 444, 192, 576, 3.5762786865234375e-05, 0.008539915084838867, 0.018188953399658203, 0.026764631271362305
CAM_FRONT, 308, 415, 128, 96, 4.1484832763671875e-05, 0.0069310665130615234, 0.00017261505126953125, 0.0071451663970947266
CAM_BACK, 758, 417, 224, 576, 2.4318695068359375e-05, 0.00823831558227539, 0.01976609230041504, 0.02802872657775879
CAM_FRONT, 298, 412, 128, 128, 5.91278076171875e-05, 0.010675668716430664, 0.00013947486877441406, 0.010874271392822266
CAM_BACK, 797, 441, 128, 320, 5.9604644775390625e-05, 0.008539438247680664, 0.0012545585632324219, 0.009853601455688477
CAM_FRONT, 314, 406, 160, 128, 4.363059997558594e-05, 0.008482694625854492, 0.0002872943878173828, 0.008813619613647461
CAM_BACK, 824, 428, 128, 224, 2.574920654296875e-05, 0.0076220035552978516, 0.00014519691467285156, 0.007792949676513672
CAM_FRONT, 274, 402, 192, 160, 0.0001494884490966797, 0.00888681411743164, 0.0005829334259033203, 0.00961923599243164
CAM_FRONT_LEFT, 1071, 361, 192, 288, 3.24249267578125e-05, 0.007875919342041016, 0.002038240432739258, 0.009946584701538086
CAM_BACK, 885, 436, 128, 224, 2.9087066650390625e-05, 0.0067365169525146484, 0.00037169456481933594, 0.007137298583984375
CAM_FRONT, 137, 320, 384, 544, 5.888938903808594e-05, 0.010437250137329102, 0.0014946460723876953, 0.011990785598754883
CAM_FRONT_LEFT, 864, 258, 352, 736, 3.0040740966796875e-05, 0.009543657302856445, 0.0034193992614746094, 0.012993097305297852
CAM_BACK, 883, 419, 96, 192, 3.552436828613281e-05, 0.009539127349853516, 0.0001544952392578125, 0.009729146957397461
CAM_FRONT_LEFT, 821, 362, 192, 192, 2.8371810913085938e-05, 0.008321523666381836, 0.0004394054412841797, 0.008789300918579102
CAM_FRONT, 0, 217, 416, 768, 5.888938903808594e-05, 0.01046299934387207, 0.005034446716308594, 0.01555633544921875
CAM_FRONT_LEFT, 907, 101, 576, 693, 3.7670135498046875e-05, 0.013051509857177734, 0.006711244583129883, 0.019800424575805664
CAM_FRONT, 0, 0, 900, 864, 4.6253204345703125e-05, 0.021103620529174805, 0.02197098731994629, 0.0431208610534668
CAM_FRONT_LEFT, 262, 0, 900, 1338, 3.170967102050781e-05, 0.01043844223022461, 0.0379643440246582, 0.04843449592590332
CAM_BACK, 796, 438, 224, 480, 3.600120544433594e-05, 0.008532285690307617, 0.0017485618591308594, 0.010316848754882812
CAM_FRONT, 577, 423, 128, 224, 4.601478576660156e-05, 0.007185697555541992, 0.00017714500427246094, 0.007408857345581055
CAM_FRONT_LEFT, 0, 0, 900, 1344, 3.0040740966796875e-05, 0.009573698043823242, 0.0396122932434082, 0.04921603202819824
CAM_BACK, 754, 410, 256, 512, 4.6253204345703125e-05, 0.008160829544067383, 0.019557476043701172, 0.027764558792114258
CAM_BACK_LEFT, 339, 0, 900, 1261, 5.626678466796875e-05, 0.01166391372680664, 0.037534236907958984, 0.049254417419433594
CAM_FRONT, 542, 421, 128, 224, 4.458427429199219e-05, 0.0071871280670166016, 0.000553131103515625, 0.007784843444824219
CAM_FRONT_LEFT, 109, 303, 192, 1056, 3.62396240234375e-05, 0.00917196273803711, 0.1099085807800293, 0.11911678314208984
CAM_BACK, 738, 0, 900, 862, 3.933906555175781e-05, 0.008688688278198242, 0.022170066833496094, 0.030898094177246094
CAM_BACK_LEFT, 0, 0, 900, 1600, 3.1948089599609375e-05, 0.010025978088378906, 0.04437398910522461, 0.054431915283203125
CAM_FRONT, 495, 418, 128, 224, 4.792213439941406e-05, 0.007256269454956055, 0.0001678466796875, 0.007472038269042969
CAM_FRONT_LEFT, 82, 261, 224, 896, 2.8133392333984375e-05, 0.008188009262084961, 0.02112412452697754, 0.029340267181396484
CAM_BACK, 730, 245, 448, 870, 3.719329833984375e-05, 0.009594917297363281, 0.009355306625366211, 0.018987417221069336
CAM_BACK_LEFT, 0, 0, 900, 1600, 3.147125244140625e-05, 0.008417606353759766, 0.04603981971740723, 0.0544888973236084
CAM_FRONT, 0, 309, 288, 800, 4.2438507080078125e-05, 0.008306264877319336, 0.004082679748535156, 0.01243138313293457
CAM_FRONT_LEFT, 0, 273, 192, 1440, 2.6941299438476562e-05, 0.008036375045776367, 0.11809921264648438, 0.12616252899169922
CAM_BACK, 714, 355, 256, 736, 3.886222839355469e-05, 0.007575511932373047, 0.022106170654296875, 0.029720544815063477
CAM_BACK_LEFT, 198, 287, 192, 1280, 3.266334533691406e-05, 0.008147954940795898, 0.11541986465454102, 0.12360048294067383
CAM_FRONT, 331, 395, 192, 512, 4.482269287109375e-05, 0.008446931838989258, 0.018460988998413086, 0.026952743530273438
CAM_FRONT_LEFT, 0, 243, 224, 1376, 3.218650817871094e-05, 0.008458137512207031, 0.11323714256286621, 0.12172746658325195
CAM_BACK, 708, 359, 224, 640, 3.62396240234375e-05, 0.008484125137329102, 0.018604278564453125, 0.027124643325805664
CAM_BACK_LEFT, 614, 225, 224, 986, 3.170967102050781e-05, 0.008163213729858398, 0.026233434677124023, 0.03442835807800293
CAM_FRONT, 298, 390, 192, 544, 4.506111145019531e-05, 0.008394241333007812, 0.01800227165222168, 0.026441574096679688
CAM_FRONT_LEFT, 0, 236, 224, 1280, 3.409385681152344e-05, 0.008353233337402344, 0.11188983917236328, 0.12027716636657715
